NO_DISTRITO,CO_DISTRITO
Coelho da Rocha,330510910
São Mateus,330510915
São José de Ubá,330513305
São José do Vale do Rio Preto,330515805
São Pedro da Aldeia,330520805
São Sebastião do Alto,330530705
Ipituna,330530707
Valão do Barro,330530710
Sapucaia,330540605
Anta,330540610
Jamapará,330540615
Nossa Senhora da Aparecida,330540620
Pião,330540625
Saquarema,330550505
Bacaxá,330550510
Sampaio Correia,330550515
Seropédica,330555405
Silva Jardim,330560405
Correntezas,330560410
Gaviões,330560415
Aldeia Velha,330560420
Sumidouro,330570305
Campinas,330570310
Dona Mariana,330570315
Soledade,330570325
Tanguá,330575205
Teresópolis,330580205
Vale de Bonsucesso,330580210
Vale do Paquequer,330580215
Trajano de Moraes,330590105
Doutor Elias,330590110
Sodrelândia,330590115
Vila da Grama,330590120
Visconde de Imbé,330590125
Três Rios,330600805
Bemposta,330600820
Valença,330610705
Barão de Juparanã,330610710
Conservatória,330610715
Parapeúna,330610720
Pentagna,330610725
Santa Isabel do Rio Preto,330610730
Varre-Sai,330615605
Vassouras,330620605
Andrade Pinto,330620610
São Sebastião dos Ferreiros,330620630
Sebastião de Lacerda,330620635
Volta Redonda,330630505
Adamantina,350010505
Adolfo,350020405
Aguaí,350030305
Águas da Prata,350040205
São Roque da Fartura,350040210
Águas de Lindóia,350050105
Águas de Santa Bárbara,350055005
Águas de São Pedro,350060005
Agudos,350070905
Domélia,350070910
Alambari,350075805
Alfredo Marcondes,350080805
Altair,350090705
Altinópolis,350100405
Alto Alegre,350110305
Alumínio,350115205
Álvares Florence,350120205
Álvares Machado,350130105
Coronel Goulart,350130110
Álvaro de Carvalho,350140005
Alvinlândia,350150905
Americana,350160805
Américo Brasiliense,350170705
Américo de Campos,350180605
Amparo,350190505
Arcadas,350190510
Três Pontes,350190515
Analândia,350200205
Andradina,350210105
Angatuba,350220005
Anhembi,350230905
Pirambóia,350230910
Anhumas,350240805
Aparecida,350250705
Aparecida d'Oeste,350260605
Apiaí,350270505
Araçaíba,350270510
Lageado de Araçaíba,350270525
Araçariguama,350275405
Araçatuba,350280405
Araçoiaba da Serra,350290305
Aramina,350300005
Arandu,350310905
Arapeí,350315805
Araraquara,350320805
Bueno de Andrada,350320810
Vila Xavier,350320825
Araras,350330705
Arco-Íris,350335605
Arealva,350340605
Jacuba,350340610
Areias,350350505
Areiópolis,350360405
Ariranha,350370305
Artur Nogueira,350380205
Arujá,350390105
Aspásia,350395005
Assis,350400805
Atibaia,350410705
Auriflama,350420605
Avaí,350430505
Nogueira,350430510
Avanhandava,350440405
Avaré,350450305
Bady Bassitt,350460205
Balbinos,350470105
Bálsamo,350480005
Bananal,350490905
Barão de Antonina,350500505
Barbosa,350510405
Bariri,350520305
Barra Bonita,350530205
Barra do Chapéu,350535105
Barra do Turvo,350540105
Barretos,350550005
Alberto Moreira,350550010
Ibitu,350550015
Barrinha,350560905
Barueri,350570805
Aldeia,350570810
Jardim Belval,350570815
Jardim Silveira,350570820
Bastos,350580705
Batatais,350590605
Bauru,350600305
Tibiriçá,350600310
Bebedouro,350610205
Botafogo,350610210
Turvínia,350610215
Bento de Abreu,350620105
Bernardino de Campos,350630005
Bertioga,350635905
Bilac,350640905
Birigui,350650805
Biritiba Mirim,350660705
Boa Esperança do Sul,350670605
Bocaina,350680505
Bofete,350690405
Boituva,350700105
Bom Jesus dos Perdões,350710005
Bom Sucesso de Itararé,350715905
Borá,350720905
Boracéia,350730805
Borborema,350740705
Borebi,350745605
Botucatu,350750605
Rubião Júnior,350750610
Vitoriana,350750615
Bragança Paulista,350760505
Braúna,350770405
Brejo Alegre,350775305
Brodowski,350780305
Brotas,350790205
São Sebastião da Serra,350790210
Buri,350800905
Buritama,350810805
Buritizal,350820705
Cabrália Paulista,350830605
Cabreúva,350840505
Bom Fim do Bom Jesus,350840510
Jacaré,350840520
Caçapava,350850405
Cachoeira Paulista,350860305
Caconde,350870205
Barrânia,350870210
Cafelândia,350880105
Bacuriti,350880110
Simões,350880120
Caiabu,350890005
Iubatinga,350890015
Caieiras,350900705
Caiuá,350910605
Cajamar,350920505
Jordanésia,350920510
Polvilho,350920515
Cajati,350925405
Cajobi,350930405
Monte Verde Paulista,350930415
Cajuru,350940305
Campina do Monte Alegre,350945205
Campinas,350950205
Barão Geraldo,350950210
Joaquim Egídio,350950215
Nova Aparecida,350950220
Souzas,350950225
Campo Limpo Paulista,350960105
Campos do Jordão,350970005
Campos Novos Paulista,350980905
Cananéia,350990805
Canas,350995705
Cândido Mota,351000505
Frutal do Campo,351000510
Santo Antônio do Paranapanema,351000520
Cândido Rodrigues,351010405
Canitar,351015305
Capão Bonito,351020305
Capela do Alto,351030205
Capivari,351040105
Caraguatatuba,351050005
Porto Novo,351050010
Carapicuíba,351060905
Aldeia de Carapicuíba,351060910
Vila Dirce,351060930
Cardoso,351070805
São João do Marinheiro,351070810
Casa Branca,351080705
Lagoa Branca,351080710
Venda Branca,351080715
Cássia dos Coqueiros,351090605
Castilho,351100305
Catanduva,351110205
Catiguá,351120105
Cedral,351130005
Cerqueira César,351140905
Cerquilho,351150805
Cesário Lange,351160705
Fazenda Velha,351160720
Charqueada,351170605
Paraisolândia,351170610
Clementina,351190405
Colina,351200105
Colômbia,351210005
Conchal,351220905
Tujuguaba,351220910
Conchas,351230805
Cordeirópolis,351240705
Coroados,351250605
Coronel Macedo,351260505
Corumbataí,351270405
Cosmópolis,351280305
Cosmorama,351290205
Cotia,351300905
Caucaia do Alto,351300910
Cravinhos,351310805
Cristais Paulista,351320705
Cruzália,351330605
Cruzeiro,351340505
Cubatão,351350405
Cunha,351360305
Campos de Cunha,351360310
Descalvado,351370205
Diadema,351380105
Dirce Reis,351385005
Divinolândia,351390005
Campestrinho,351390010
Dobrada,351400705
Dois Córregos,351410605
Dolcinópolis,351420505
Dourado,351430405
Dracena,351440305
Jaciporã,351440310
Jamaica,351440315
Duartina,351450205
Dumont,351460105
Echaporã,351470005
Eldorado,351480905
Braço,351480910
Itapeúna,351480915
Elias Fausto,351490805
Cardeal,351490810
Elisiário,351492405
Embaúba,351495705
Embu das Artes,351500405
Embu-Guaçu,351510305
Cipó-Guaçu,351510310
Emilianópolis,351512905
Engenheiro Coelho,351515205
Espírito Santo do Pinhal,351518605
Espírito Santo do Turvo,351519405
Estrela d'Oeste,351520205
Estrela do Norte,351530105
Euclides da Cunha Paulista,351535005
Fartura,351540005
Fernandópolis,351550905
Brasitânia,351550910
Fernando Prestes,351560805
Agulha,351560810
Fernão,351565705
Ferraz de Vasconcelos,351570705
Flora Rica,351580605
Floreal,351590505
Flórida Paulista,351600205
Indaiá do Aguapeí,351600215
Florínea,351610105
Franca,351620005
Francisco Morato,351630905
Franco da Rocha,351640805
Gabriel Monteiro,351650705
Gália,351660605
Garça,351670505
Jafa,351670510
Gastão Vidigal,351680405
Gavião Peixoto,351685305
General Salgado,351690305
Prudêncio e Moraes,351690313
Getulina,351700005
Macucos,351700010
Glicério,351710905
Juritis,351710910
Guaiçara,351720805
Guaimbê,351730705
Guaíra,351740605
Guapiaçu,351750505
Guapiara,351760405
Guará,351770305
Pioneiros,351770310
Guaraçaí,351780205
Guaraci,351790105
Guarani d'Oeste,351800805
Guarantã,351810705
Guararapes,351820605
Guararema,351830505
Guaratinguetá,351840405
Guareí,351850305
Guariba,351860205
Guarujá,351870105
Vicente de Carvalho,351870110
Guarulhos,351880005
Jardim Presidente Dutra,351880010
Guatapará,351885905
Guzolândia,351890905
Herculândia,351900605
Holambra,351905505
Hortolândia,351907105
Iacanga,351910505
Iacri,351920405
Iaras,351925305
Ibaté,351930305
Ibirá,351940205
Ibirarema,351950105
Ibitinga,351960005
Cambaratiba,351960010
Ibiúna,351970905
Paruru,351970910
Icém,351980805
Iepê,351990705
Igaraçu do Tietê,352000405
Igarapava,352010305
Igaratá,352020205
Iguape,352030105
Ilhabela,352040005
Ilha Comprida,352042605
Ilha Solteira,352044205
Indaiatuba,352050905
Indiana,352060805
Indiaporã,352070705
Inúbia Paulista,352080605
Ipaussu,352090505
Iperó,352100205
Bacaetava,352100210
Ipeúna,352110105
Ipiguá,352115005
Iporanga,352120005
Ipuã,352130905
Iracemápolis,352140805
Irapuã,352150705
Irapuru,352160605
Itaberá,352170505
Turiba do Sul,352170510
Engenheiro Maia,352170515
Itaí,352180405
Itajobi,352190305
Nova Cardoso,352190307
Itaju,352200005
Itanhaém,352210905
Itaoca,352215805
Itapecerica da Serra,352220805
Itapetininga,352230705
Gramadinho,352230715
Morro do Alto,352230720
Rechan,352230725
Itapeva,352240605
Guarizinho,352240615
Itapevi,352250505
Itapira,352260405
Barão Ataliba Nogueira,352260410
Eleutério,352260415
Itapirapuã Paulista,352265305
Itápolis,352270305
Nova América,352270310
Tapinas,352270315
Itaporanga,352280205
Itapuí,352290105
Itapura,352300805
Itaquaquecetuba,352310705
Itararé,352320605
Itariri,352330505
Ana Dias,352330510
Itatiba,352340405
Itatinga,352350305
Lobo,352350310
Itirapina,352360205
Itirapuã,352370105
Itobi,352380005
Itu,352390905
Itupeva,352400605
Ituverava,352410505
São Benedito da Cachoeirinha,352410515
Jaborandi,352420405
Jaboticabal,352430305
Córrego Rico,352430310
Lusitânia,352430315
Jacareí,352440205
São Silvestre de Jacareí,352440210
Jaci,352450105
Jacupiranga,352460005
Jaguariúna,352470905
Jales,352480805
Jambeiro,352490705
Jandira,352500305
Jardinópolis,352510205
Jurucê,352510210
Jarinu,352520105
Jaú,352530005
Potunduva,352530010
Jeriquara,352540905
Joanópolis,352550805
João Ramalho,352560705
José Bonifácio,352570605
Júlio Mesquita,352580505
Jumirim,352585405
Jundiaí,352590405
Junqueirópolis,352600105
Juquiá,352610005
Juquitiba,352620905
Lagoinha,352630805
Laranjal Paulista,352640705
Laras,352640710
Maristela,352640715
Lavínia,352650605
Lavrinhas,352660505
Leme,352670405
Lençóis Paulista,352680305
Alfredo Guedes,352680310
Limeira,352690205
Lindóia,352700905
Lins,352710805
Guapiranga,352710810
Lorena,352720705
Lourdes,352725605
Louveira,352730605
Lucélia,352740505
Lucianópolis,352750405
Luís Antônio,352760305
Luiziânia,352770205
Lupércio,352780105
Lutécia,352790005
Macatuba,352800705
Macaubal,352810605
Macedônia,352820505
Magda,352830405
Mairinque,352840305
Mairiporã,352850205
Manduri,352860105
São Berto,352860110
Marabá Paulista,352870005
Maracaí,352880905
São José das Laranjeiras,352880910
Marapoama,352885805
Mariápolis,352890805
Marília,352900505
Amadeu Amaral,352900510
Avencas,352900515
Lácio,352900525
Padre Nóbrega,352900530
Rosália,352900535
Marinópolis,352910405
Martinópolis,352920305
Guachos,352920310
Teçaindá,352920315
Matão,352930205
São Lourenço do Turvo,352930210
Mauá,352940105
Mendonça,352950005
Meridiano,352960905
Mesópolis,352965805
Miguelópolis,352970805
Mineiros do Tietê,352980705
Miracatu,352990605
Pedro Barros,352990610
Santa Rita do Ribeira,352990615
Mira Estrela,353000305
Mirandópolis,353010205
Amandaba,353010210
Três Alianças,353010215
Mirante do Paranapanema,353020105
Costa Machado,353020110
Cuiabá Paulista,353020115
Mirassol,353030005
Ruilândia,353030010
Mirassolândia,353040905
Mococa,353050805
Igaraí,353050810
São Benedito das Areias,353050815
Mogi das Cruzes,353060705
Biritiba-Ussu,353060707
Brás Cubas,353060710
Cezar de Souza,353060713
Jundiapeba,353060715
Quatinga,353060717
Sabaúna,353060720
Taiaçupeba,353060725
Mogi Guaçu,353070605
Martinho Prado Júnior,353070615
Mogi Mirim,353080505
Martim Francisco,353080510
Mombuca,353090405
Monções,353100105
Mongaguá,353110005
Monte Alegre do Sul,353120905
Mostardas,353120910
Monte Alto,353130805
Aparecida do Monte Alto,353130808
Monte Aprazível,353140705
Engenheiro Balduíno,353140710
Itaiúba,353140715
Junqueira,353140720
Monte Azul Paulista,353150605
Marcondésia,353150610
Monte Castelo,353160505
Monteiro Lobato,353170405
Monte Mor,353180305
Morro Agudo,353190205
Morungaba,353200905
Motuca,353205805
Murutinga do Sul,353210805
Nantes,353215705
Narandiba,353220705
Natividade da Serra,353230605
Nazaré Paulista,353240505
Neves Paulista,353250405
Nhandeara,353260305
Ida Iolanda,353260310
Nipoã,353270205
Nova Aliança,353280105
Nova Itapirema,353280110
Nova Campina,353282705
Nova Canaã Paulista,353284305
Nova Castilho,353286805
Nova Europa,353290005
Nova Granada,353300705
Nova Guataporanga,353310605
Nova Independência,353320505
Novais,353325405
Nova Luzitânia,353330405
Nova Odessa,353340305
Novo Horizonte,353350205
Vale Formoso,353350210
Nuporanga,353360105
Ocauçu,353370005
Óleo,353380905
Olímpia,353390805
Baguaçu,353390810
Ribeiro dos Santos,353390815
Onda Verde,353400505
Oriente,353410405
Orindiúva,353420305
Orlândia,353430205
Osasco,353440105
Oscar Bressane,353450005
Osvaldo Cruz,353460905
Ourinhos,353470805
Ouroeste,353475705
Ouro Verde,353480705
Pacaembu,353490605
Palestina,353500205
Duplo Céu,353500210
Palmares Paulista,353510105
Palmeira d'Oeste,353520005
Palmital,353530905
Panorama,353540805
Paraguaçu Paulista,353550705
Conceição de Monte Alegre,353550710
Paraibuna,353560605
Paraíso,353570505
Paranapanema,353580405
Paranapuã,353590305
Parapuã,353600005
Pardinho,353610905
Pariquera-Açu,353620805
Parisi,353625705
Patrocínio Paulista,353630705
Paulicéia,353640605
Paulínia,353650505
Paulistânia,353657005
Paulo de Faria,353660405
Pederneiras,353670305
Guaianás,353670310
Santelmo,353670315
Vanglória,353670320
Pedra Bela,353680205
Pedranópolis,353690105
Pedregulho,353700805
Alto Porã,353700810
Igaçaba,353700815
Pedreira,353710705
Pedrinhas Paulista,353715605
Pedro de Toledo,353720605
Penápolis,353730505
Pereira Barreto,353740405
Pereiras,353750305
Peruíbe,353760205
Piacatu,353770105
Piedade,353780005
Pilar do Sul,353790905
Pindamonhangaba,353800605
Moreira César,353800610
Pindorama,353810505
Roberto,353810510
Pinhalzinho,353820405
Piquerobi,353830305
Piquete,353850105
Piracaia,353860005
Batatuba,353860010
Piracicaba,353870905
Artemis,353870910
Tupi,353870925
Santa Teresinha de Piracicaba,353870935
Piraju,353880805
Tibiriçá do Paranapanema,353880825
Pirajuí,353890705
Pradínia,353890715
Pirangi,353900405
Pirapora do Bom Jesus,353910305
Pirapozinho,353920205
Itororó do Paranapanema,353920210
Pirassununga,353930105
Cachoeira de Emas,353930110
Piratininga,353940005
Pitangueiras,353950905
Ibitiúva,353950910
Planalto,353960805
Platina,353970705
Poá,353980605
Cidade Kemel,353980610
Poloni,353990505
Pompéia,354000205
Paulópolis,354000215
Pongaí,354010105
Pontal,354020005
Cândia,354020010
Pontalinda,354025905
Pontes Gestal,354030905
Populina,354040805
Porangaba,354050705
Porto Feliz,354060605
Porto Ferreira,354070505
Potim,354075405
Potirendaba,354080405
Pracinha,354085305
Pradópolis,354090305
Praia Grande,354100005
Solemar,354100010
Pratânia,354105905
Presidente Alves,354110905
Guaricanga,354110910
Presidente Bernardes,354120805
Araxãs,354120810
Nova Pátria,354120820
Presidente Epitácio,354130705
Campinal,354130715
Presidente Prudente,354140605
Montalvão,354140625
Presidente Venceslau,354150505
Promissão,354160405
Santa Maria do Gurupá,354160410
Quadra,354165305
Quatá,354170305
Queiroz,354180205
Queluz,354190105
Quintana,354200805
Rafard,354210705
Rancharia,354220605
Agissê,354220610
Gardênia,354220615
Redenção da Serra,354230505
Regente Feijó,354240405
Espigão,354240410
Reginópolis,354250305
Registro,354260205
Restinga,354270105
Ribeira,354280005
Ribeirão Bonito,354290905
Guarapiranga,354290910
Ribeirão Branco,354300605
Ribeirão Corrente,354310505
Ribeirão do Sul,354320405
Ribeirão dos Índios,354323805
Ribeirão Grande,354325305
Ribeirão Pires,354330305
Jardim Santa Luzia,354330308
Ouro Fino Paulista,354330310
Ribeirão Preto,354340205
Bonfim Paulista,354340210
Riversul,354350105
Rifaina,354360005
Rincão,354370905
Rinópolis,354380805
Rio Claro,354390705
Ajapi,354390710
Assistência,354390715
Rio das Pedras,354400405
Rio Grande da Serra,354410305
Riolândia,354420205
Rosana,354425105
Roseira,354430105
Rubiácea,354440005
Rubinéia,354450905
Esmeralda,354450910
Sabino,354460805
Sagres,354470705
Sales,354480605
Sales Oliveira,354490505
Salesópolis,354500105
Nossa Senhora do Remédio,354500110
Salmourão,354510005
Saltinho,354515905
Salto,354520905
Salto de Pirapora,354530805
Salto Grande,354540705
Sandovalina,354550605
Santa Adélia,354560505
Botelho,354560510
Santa Albertina,354570405
Santa Bárbara d'Oeste,354580305
Santa Branca,354600905
Santa Clara d'Oeste,354610805
Santa Cruz da Conceição,354620705
Santa Cruz da Esperança,354625605
Santa Cruz das Palmeiras,354630605
Santa Cruz do Rio Pardo,354640505
Caporanga,354640510
Santa Ernestina,354650405
Santa Fé do Sul,354660305
Santa Gertrudes,354670205
Santa Isabel,354680105
Santa Lúcia,354690005
Santa Maria da Serra,354700705
Santa Mercedes,354710605
Terra Nova d'Oeste,354710610
Santana da Ponte Pensa,354720505
Santana de Parnaíba,354730405
Santa Rita d'Oeste,354740305
Santa Rita do Passa Quatro,354750205
Santa Cruz da Estrela,354750210
Santa Rosa de Viterbo,354760105
Santa Salete,354765005
Santo Anastácio,354770005
Santo André,354780905
Capuava,354780908
Paranapiacaba,354780910
Santo Antônio da Alegria,354790805
Santo Antônio de Posse,354800505
Santo Antônio do Aracanguá,354805405
Vicentinópolis,354805415
Santo Antônio do Jardim,354810405
Santo Antônio do Pinhal,354820305
